4.812755827768341987e+00,2.145246357432461082e+01,3.040751251091842278e+01,4.807269438393086602e+01,5.518872840204949171e+01,5.909313022375226865e+01,6.527766160092232894e+01,6.910763996941477671e+01,6.739062480659140419e+01,6.191356131043721689e+01,5.748838794558287191e+01,6.049536072988939850e+01,6.829929446021833428e+01,8.119273764806712279e+01,1.014233832158879522e+02,1.171902144453615620e+02,1.272320291807627655e+02,1.358285973001393359e+02,1.459251414857526470e+02,1.339757439187333148e+02,nan,nan
-1.213660059642097622e+01,-6.558163643029729428e+00,-2.486877635583368829e+00,9.706014723744374351e+00,2.189802600117036491e+01,3.560538582314256928e+01,4.235606068941160629e+01,5.144589409302625427e+01,5.728453009815439145e+01,4.991046420233033132e+01,4.626787258387776092e+01,4.839904885353917052e+01,5.397540381987164437e+01,6.491074207181372913e+01,7.600766459352325910e+01,9.029902622076679108e+01,1.109344183099392467e+02,1.193819183845944281e+02,1.181685981196178545e+02,1.213120322746335660e+02,1.299676140407182174e+02,1.332672127985988482e+02
-3.898669146358315629e+01,-3.823687740870445850e+01,-4.287703314255486475e+01,-2.670633501412157784e+01,-1.089115484844660386e+01,4.884887148027701187e+00,1.671517745834444213e+01,3.189515684440902987e+01,3.616679706558352336e+01,2.949927065918109292e+01,2.879794397790101357e+01,2.871212885763998202e+01,3.083639196351123246e+01,3.680816219024472957e+01,4.714007187537663413e+01,6.077061276788936084e+01,8.082184071086248878e+01,9.380042539938494883e+01,9.983443399529733142e+01,1.078517043130359525e+02,1.154004334765631938e+02,1.268938129636717349e+02
-5.543542006817369838e+01,-5.871135126679382665e+01,-5.489575464561858098e+01,-4.564309369675629569e+01,-3.112041403711828025e+01,-1.433343520561084006e+01,-3.460685560107776837e+00,2.309841437363502337e+00,-2.756183616608723241e+00,-2.172737252682054532e+00,-7.486623681511446193e+00,-8.713088114836864406e+00,-1.867117293677438283e+00,-1.816954524715583830e+00,8.374260465447150636e+00,2.206658884486660099e+01,3.112708716298766376e+01,4.931736817318505928e+01,7.004394584567762649e+01,8.872513754444753431e+01,9.999030646364190034e+01,1.126442580577686385e+02
-6.417516998745941237e+01,-6.801224125916724006e+01,-6.372405166196949722e+01,-5.610908194538296812e+01,-3.693828604991722386e+01,-1.950693075191338721e+01,-1.110919539132191858e+01,-1.396723715645657649e+01,-3.170128969226061599e+01,-3.711529941367371066e+01,-4.071046709609254322e+01,-4.336595724243761651e+01,-3.992477721581963124e+01,-3.286597458086089318e+01,-2.703181189458609879e+01,-1.842955145963605901e+01,-1.409604743728505127e+01,1.340289861186010967e+01,4.463009055011571036e+01,6.857865098418642447e+01,8.541149699752349989e+01,9.480576961982387729e+01
-7.489991081824973662e+01,-7.051758448106738797e+01,-6.429564564268548565e+01,-5.468622862910524418e+01,-3.424999672521698812e+01,-2.105805508887806354e+01,-1.486074101095709921e+01,-2.038473112524116004e+01,-3.552857375624535052e+01,-4.427948341571936908e+01,-4.859730252344070323e+01,-5.397851717396679305e+01,-5.384617095859084657e+01,-4.663409932486138132e+01,-4.180813248949652916e+01,-3.729453497822851205e+01,-3.488195848302621016e+01,-1.925404836294819688e+01,1.516318617363049270e+01,5.002406210814297083e+01,7.781098526338155352e+01,8.262389074400834943e+01
-8.435476202427707904e+01,-7.701300294017528358e+01,-6.726722665784836863e+01,-5.600447302511474845e+01,-3.725782834009987710e+01,-2.136349739587967633e+01,-1.727605661586039787e+01,-2.126854701163119898e+01,-3.405375135046051582e+01,-4.058303293263088563e+01,-4.559069624125004339e+01,-4.737282496628813533e+01,-4.883095976166532637e+01,-5.051309080266128149e+01,-4.966289271196455957e+01,-5.094483654249961546e+01,-4.846587543659916264e+01,-3.787837251550536166e+01,1.976581471195459017e+00,3.715402527572769031e+01,6.523729751883365680e+01,8.170368299905203457e+01
-8.999450521489779931e+01,-8.252349115849574446e+01,-7.014958751888389088e+01,-6.147148836416636186e+01,-4.219647782652828027e+01,-2.491679388149532315e+01,-1.867960687887625681e+01,-2.066448604320794402e+01,-2.427395346228513517e+01,-2.751321923971318029e+01,-2.863769154204692313e+01,-3.104111882222878194e+01,-3.816630686110966053e+01,-4.278745761897971533e+01,-4.678584806836352072e+01,-5.073130812982526550e+01,-5.283158081434339692e+01,-3.760869915729745117e+01,4.720408027424127795e-03,3.328193914071835025e+01,5.390708883689603681e+01,6.779916774112098210e+01
-6.459208996190045582e+01,-7.706757211012245534e+01,-7.144007347310980549e+01,-5.960965998395568022e+01,-4.883980103713111021e+01,-3.837234049136986869e+01,-2.797156478130909818e+01,-2.124256705717289151e+01,-1.916183533502498904e+01,-1.934844787320253090e+01,-2.298885406162298750e+01,-2.661324124520160694e+01,-3.154095368303660507e+01,-4.527122517709267413e+01,-5.277353123680677527e+01,-5.753757729416247457e+01,-6.293911194341762894e+01,-5.057925252953282325e+01,-1.624848992015540716e+01,1.308432014583831915e+01,3.537254792675412318e+01,4.769380064688812126e+01
-5.516179657771954226e+01,-4.504987058681945200e+01,-4.036141683443474903e+01,-5.068815359721793357e+01,-4.874774890903609048e+01,-4.042442373577796388e+01,-3.022582880200934596e+01,-1.944159915229283797e+01,-1.255127487734080205e+01,-1.345521433959038404e+01,-1.968353404481877078e+01,-2.609922030209236254e+01,-4.022158240305634536e+01,-5.310699288807427365e+01,-6.470365645552647038e+01,-7.299790323999513930e+01,-7.724449612524858821e+01,-7.614443925384239265e+01,-4.446158941696103284e+01,-1.600966595656882419e+01,7.383368432259885594e+00,1.809430494949265267e+01
-5.072913795994190878e+01,-4.183670253665877681e+01,-3.742692420537332509e+01,-4.124368364580914204e+01,-4.462727512360470428e+01,-3.715257267658398632e+01,-2.899717175475598196e+01,-1.430510443876210047e+01,-4.896576214012384298e+00,-8.767334924840724852e+00,-1.640726388156053872e+01,-2.652351807715422183e+01,-4.179768152857741370e+01,-5.639349927564489917e+01,-7.156335860731087450e+01,-8.310601630262226536e+01,-9.631118166657415713e+01,-1.031473988189427473e+02,-8.036647941780483961e+01,-4.905843825297688454e+01,-2.784782041595462942e+01,-1.889530939182441216e+01
